,,,,,,,,,,,,,,,,,,,,,,,,,,,
Padaria Brisas,,"-17,5",,,-13,,,,,,,,,,,,,,,,,,,,,,
Padaria Brisas,,-17,,,,,,,,,,,,,,,,,,,,,,,,,
Padaria Brisas,,"-24,6",,,,,,,,,,,,,,,,,,,,,,,,,
Padaria Pão e Cia,,"-18,5",,-44,-24,"-26,51","-37,9","-15,11","-13,13","-61,48",-33,,,,,,,,,,,,,,,,
Padaria Pão e Cia,,"-11,7",,"-51,76",-37,"-23,5","-48,28","-35,56","-16,5","-10,82","-21,9",,,,,,,,,,,,,,,,
Padaria Pão e Cia,,-65,,"-50,44","-25,49","-47,71","-37,74","-11,29","-22,28","-11,45","-36,52",,,,,,,,,,,,,,,,
Padaria Pão e Cia,,,,,"-13,55","-15,57","-12,25","-88,81","-31,1","-46,5","-21,82",,,,,,,,,,,,,,,,
Padaria Pão e Cia,,,,,"-42,3","-7,2","-8,65","-10,7","-65,1","-14,5","-12,87",,,,,,,,,,,,,,,,
Padaria Pão e Cia,,,,,,,"-10,63",,,"-12,8","-37,5",,,,,,,,,,,,,,,,
Padaria Pão e Cia,,,,,"-24,35","-13,5","-14,85",,,"-46,5",-12,,,,,,,,,,,,,,,,
Padaria Pão e Cia,,,,,,,"-25,55",,,"-10,53",,,,,,,,,,,,,,,,,
Padaria Pão e Cia,,,,,,,"-25,3",,,"-15,75",,,,,,,,,,,,,,,,,
Padaria Pão e Cia,,,,,,,,,,"-10,9",,,,,,,,,,,,,,,,,
Padaria Pão e Cia,,,,,,,,,,"-11,72",,,,,,,,,,,,,,,,,
Panificadora Cajara,,,,,"-171,9",-20,"-16,7",,"-43,9",,,,,,,,,,,,,,,,,,
Preço Bom Bom Preço,"-28,35","-361,07","-82,25","-492,02","-155,56","-41,95","-4,4","-72,6","-258,02",,"-12,55","-317,03",,,,,,,,,,,,,,,
Preço Bom Bom Preço,,"-116,19","-302,92","-63,76","-62,78","-170,28",-116,"-148,66","-131,66",,"-53,99",,,,,,,,,,,,,,,,
Preço Bom Bom Preço,,"-43,99",,"-139,12","-36,55","-8,24","-67,25","-71,9","-68,45",,"-52,9",,,,,,,,,,,,,,,,
Preço Bom Bom Preço,,,,,"-215,07","-243,74","-73,24","-237,4","-83,69",,"-53,78",,,,,,,,,,,,,,,,
Preço Bom Bom Preço,,,,,,,,"-121,77","-37,8",,-14,,,,,,,,,,,,,,,,
Preço Bom Bom Preço,,,,,,,,,"-27,69",,"-94,15",,,,,,,,,,,,,,,,
Preço Bom Bom Preço,,,,,,,,,"-62,84",,"-45,69",,,,,,,,,,,,,,,,
Preço Bom Bom Preço,,,,,,,,,"-67,18",,"-55,27",,,,,,,,,,,,,,,,
Preço Bom Bom Preço,,,,,,,,,"-12,04",,,,,,,,,,,,,,,,,,
Preço Bom Bom Preço,,,,,,,,,"-93,62",,,,,,,,,,,,,,,,,,
Rodolpho,,,,,-14,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Saletti,"-147,49",,,,"-17,98",,,,,,,,,,,,,,,,,,,,,,
Sacolão Kiko,-83,,"-49,68",,,,,,,,,,,,,,,,,,,,,,,,
Sacolão Verdurama,,,,,"-5,18",,,,,,,,,,,,,,,,,,,,,,
Sacolão Verdurama,,,,,-54,,,,,,,,,,,,,,,,,,,,,,
Sacolão Verdurama,,,,,-15,,,,,,,,,,,,,,,,,,,,,,
Terraiz Sacolao,,,,,"-1136,64",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farmácia:,,,,,,,,,,,,,,,,,,,,,,,,,,,
Droga Lippe,,"-98,25","-40,9",,,"-16,9","-38,83","-145,86",,-48,,,,,,,,,,,,,,,,,
Droga Lippe,,"-106,72","-39,3",,,"-35,65","-242,54","-26,75",,"-52,71",,,,,,,,,,,,,,,,,
Droga Raia,,"-11,49","-72,39",,,"-106,9","-56,86","-52,35",,,,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,"-137,06","-51,54","-82,23","-83,59","-21,25","-86,79","-33,8","-69,29","-263,47","-158,17","-31,8","-52,04",,,,,,,,,,,,,,,
Drogaria Flor da Vila,,"-43,22","-39,25","-63,29","-49,4","-41,75","-119,24","-85,4","-34,39",-50,"-56,85",,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,"-146,11","-85,14","-13,49","-218,84","-14,3",-36,"-22,85","-68,49","-33,62",-41,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,"-17,8","-103,17","-19,8","-8,5","-184,02","-34,3","-7,9","-91,23","-31,3",-100,-31,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,"-14,25","-95,76","-39,6","-16,36","-39,8","-41,1","-159,75","-25,21","-83,32",,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,-5,"-24,99","-75,8","-25,9","-67,63","-33,62","-33,62","-143,66","-52,9",,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,-5,"-11,5","-112,87","-69,9","-147,4","-21,6","-45,65","-45,4","-39,97",,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,"-68,85","-146,89","-25,19","-103,12",,"-26,75","-79,16","-89,4",,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,"-42,9","-33,81","-50,31","-103,38",,"-127,65","-183,65","-233,16",,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,"-19,5","-64,65","-19,6","-4,19",,"-39,87","-48,89","-19,79",,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,-76,"-26,8","-68,7","-17,34",,"-96,4","-15,99","-18,8",,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,"-61,8","-40,47","-78,45","-28,35",,"-83,7","-69,12","-87,06",,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,"-23,71","-24,9","-19,89",,,"-69,3","-61,89","-119,57",,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,"-18,6","-24,4","-59,65",,,"-52,77","-99,75","-12,9",,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,-2,"-73,57","-38,09",,,"-113,69","-9,99","-40,23",,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,"-88,5","-79,8","-76,87",,,"-40,23","-59,63","-157,65",,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,"-138,12","-45,18","-33,25",,,"-33,3",,"-66,32",,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,-37,"-41,62","-36,58",,,"-177,85",,-9,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,"-4,99","-47,49","-30,39",,,"-24,65",,"-49,78",,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,"-37,36","-99,48",,,,"-36,39",,"-31,18",,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,"-199,41","-29,65",,,,"-25,09",,"-306,2",,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,"-97,31","-27,85",,,,"-36,11",,,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,"-42,9","-24,26",,,,"-46,14",,,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,,"-112,39",,,,"-62,01",,,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,,"-10,24",,,,"-29,8",,,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,,"-15,2",,,,,,,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,,"-124,92",,,,,,,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,,"-44,78",,,,,,,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,,"-17,8",,,,,,,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,,"-63,4",,,,,,,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,,"-35,86",,,,,,,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,,"-107,74",,,,,,,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,,-9,,,,,,,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,,,-56,,,,,,,,,,,,,,,,,,,,,,
Dubai Farma,,,,,"-11,5",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combustível:,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto Posto Caroline,"-226,69","-267,6",-20,,,"-312,82","-59,99","-286,38","-350,54",,,,,,,,,,,,,,,,,,
Auto Posto Guaricana,"-307,95","-86,4","-349,85","-259,92","-273,91","-201,77","-384,6","-282,51","-280,09",,,,,,,,,,,,,,,,,,
Auto Posto Guaricana,"-31,5","-243,91",-50,,"-206,07",-6,-70,,,,,,,,,,,,,,,,,,,,
Auto Posto Guaricana,,,,,-100,"-165,14","-311,33",,,,"-231,56",,,,,,,,,,,,,,,,
Posto de Combustíveis,"-252,72","-265,36","-262,06","-357,92",-100,-100,"-333,52",,,,"-312,68",,,,,,,,,,,,,,,,
Posto Turismo,"-304,94","-265,36","-291,53",,"-164,69","-263,82",,,,,"-310,19",,,,,,,,,,,,,,,,
Posto,,"-309,21","-126,01","-291,13","-263,77",,,,"-341,43","-168,93","-374,08",-50,,,,,,,,,,,,,,,
Posto,"-201,41","-272,01",-50,"-185,42","-322,88",,,,,"-195,67","-367,66",,,,,,,,,,,,,,,,
Posto,,,-30,"-296,72","-282,57",,,,,"-305,87","-272,71",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivery:,,,,,,,,,,,,,,,,,,,,,,,,,,,
Açaí Mais Sabor,,,"-46,65",,,,,,,,,,,,,,,,,,,,,,,,
Açaí Mais Sabor,,,-3,,,,,,,,,,,,,,,,,,,,,,,,
Adega do Bigode,-93,-92,-72,,"-127,5",,-102,-138,-156,"-171,98",-135,,,,,,,,,,,,,,,,
Adega do Bigode,"-120,29","-32,96",-120,-156,-138,,,"-10,49",-158,,-13,,,,,,,,,,,,,,,,
Adega do Bigode,"-99,08",,,-123,"-35,98",,,-138,"-13,77",,-171,,,,,,,,,,,,,,,,
Adega do Bigode,,,,,,,,-38,,,,,,,,,,,,,,,,,,,
Adega Galera,,,,,,,,,,,,-38,,,,,,,,,,,,,,,
Advance Jacupiranga ,"-163,49","-89,85",,,-45,,,,-15,,,,,,,,,,,,,,,,,,
Advance Jacupiranga ,"-101,99","-105,5",,,,,,,,,,,,,,,,,,,,,,,,,
Advance Jacupiranga ,-75,"-63,9",,,,,,,,,,,,,,,,,,,,,,,,,
Advance Jacupiranga ,"-125,45",,,,,,,,,,,,,,,,,,,,,,,,,,
Ailton Cardoso,-71,"-84,5",-71,"-36,4",-86,"-3,25",-2,,,,-55,,,,,,,,,,,,,,,,
Ailton Cardoso,-79,,-60,-19,-68,-61,,,,,,,,,,,,,,,,,,,,,
Ailton Cardoso,-65,,-68,,,,,,,,,,,,,,,,,,,,,,,,
Alana Campos,,,-84,,-72,,,,,,,,,,,,,,,,,,,,,,
Alto Paineiras (RJ),,-17,,,,,,,,,,,,,,,,,,,,,,,,,
American Cookies,,,,,,,,,,,-8,,,,,,,,,,,,,,,,
Ana Claudia Daveis,,,,,-40,-20,-60,,,,,,,,,,,,,,,,,,,,
Ana Claudia Daveis,,,,,,-30,-16,,,,,,,,,,,,,,,,,,,,
Ana Claudia Daveis,,,,,,-20,-8,,,,,,,,,,,,,,,,,,,,
Ana Claudia Daveis,,,,,,,-50,,,,,,,,,,,,,,,,,,,,
Aromas e Sabores,,,,,,,"-61,7","-19,5",,,,"-39,2",,,,,,,,,,,,,,,
Aromas e Sabores,,,,,,,"-48,36",,,,,,,,,,,,,,,,,,,,
Assb,,,,,"-7,9",,,,,,,,,,,,,,,,,,,,,,
Auto Posto Piraporinha,,,,"-11,99",,,,,,,,,,,,,,,,,,,,,,,
Av. Alimentos,,,,,,,,,,,"-21,99",,,,,,,,,,,,,,,,
Av. Alimentos,,,,,,,,,,,"-79,96",,,,,,,,,,,,,,,,
Babi Doce,,"-23,63",,,,,,,,,,,,,,,,,,,,,,,,,
Barigui Comércio,,,,,,,,,,"-68,6",,,,,,,,,,,,,,,,,
Bazar e Lanchonete Par,,,,,,,,,,-114,,,,,,,,,,,,,,,,,
Bfc Comércio,,,,,,,,-53,,,,,,,,,,,,,,,,,,,
Big Best Food,,-61,,,,,"-37,52",,,,,,,,,,,,,,,,,,,,
Brasil Sushi,,,"-170,8",,,-187,,,,,,,,,,,,,,,,,,,,,
Buddy Sushi,,,,,,,,-20,,,,,,,,,,,,,,,,,,,
Buddy Sushi,,,,,,,,-20,,,,,,,,,,,,,,,,,,,
Campeão Festas,,,,,,,,-50,,,,,,,,,,,,,,,,,,,
Castelo Forte,,,,,-32,,,,,,,,,,,,,,,,,,,,,,
Cercadao,,,,,"-119,69",,,,,,,,,,,,,,,,,,,,,,
Cleusa Micen,,-16,,,,,-86,,,,,,,,,,,,,,,,,,,,
Churrascaria e Pizzaria,,"-196,8",,,,,,,,,,,,,,,,,,,,,,,,,
Comercial de Alimentos,,,,,"-10,6",,,,,,,,,,,,,,,,,,,,,,
Com Frutas,,,,,,,,,-30,,,,,,,,,,,,,,,,,,
Conveniência Marquinho,,"-16,5",,,,,,,,,,,,,,,,,,,,,,,,,
Conveniência Guaricana,,-12,,-12,-38,,-15,,,-21,,,,,,,,,,,,,,,,,
Conveniência Guaricana,,-18,,-26,,,,,,-18,,,,,,,,,,,,,,,,,
Conveniência Guaricana,,"-6,5",,-12,,,,,,,,,,,,,,,,,,,,,,,
Dannalu ,,-30,,,-76,,,,,,-38,,,,,,,,,,,,,,,,
Detroit American Steak,,"-227,53",,,,,,,,,,,,,,,,,,,,,,,,,
Diullianymoliner,,-60,,,,,,,,,,,,,,,,,,,,,,,,,
Divino Fogão Santos,,,,,,,,,,,"-98,6",,,,,,,,,,,,,,,,
Divinos Assados,,,,,,,,,,-55,,,,,,,,,,,,,,,,,
Doce Arte,,,,,,"-17,55",-6,,"-63,3",,"-26,1","-132,7",,,,,,,,,,,,,,,
Doce Arte,,,,,,"-7,5","-8,21",,"-21,4",,,,,,,,,,,,,,,,,,
Doce Festa,,,,,,,,,"-37,2",,,,,,,,,,,,,,,,,,
Dona Deola,,,,,"-227,2",,,,,,,,,,,,,,,,,,,,,,
Eden Carlos Rodrigues,-25,-67,,,,-57,"-47,8",,,,,,,,,,,,,,,,,,,,
Eden Carlos Rodrigues,"-91,5",,,,,,-19,,,,,,,,,,,,,,,,,,,,
Eden Carlos Rodrigues,-24,,,,,,,,,,,,,,,,,,,,,,,,,,
ElderPontesSobral,,,,,,"-43,9",-71,-35,,,,,,,,,,,,,,,,,,,
ElderPontesSobral,,,,,,,-30,"-40,8",,,,,,,,,,,,,,,,,,,
Emporia Central,,,,,"-127,93",-38,,,,,,,,,,,,,,,,,,,,,
Empório dos Pães,,"-54,7",,"-101,7","-88,8",,,,,,,,,,,,,,,,,,,,,,
Empório dos Pães,,,,,"-50,13",,,,,,,,,,,,,,,,,,,,,,
Esmeralda Conveniência,,"-13,99",,,,-262,-42,,,,,,,,,,,,,,,,,,,,
EvelynKledlinger,,,,,,,,,-40,,,,,,,,,,,,,,,,,,
Fabio dos Santos,,,,,,,,-15,,,,,,,,,,,,,,,,,,,
Feira Ilha Comprida,,,,,,,,,,-14,,,,,,,,,,,,,,,,,
Festival Estação,,,"-89,9",,,,,,,,,,,,,,,,,,,,,,,,
Flor da Fruta,,,,,"-8,9",,-72,,,,,,,,,,,,,,,,,,,,
Gabriel Dias,,,,,,,,-40,,,,,,,,,,,,,,,,,,,
Gabriel Monteiro,,,,,,,,-20,,,,,,,,,,,,,,,,,,,
Gastro Com Gosto,,,,,,,,,,,-99,,,,,,,,,,,,,,,,
Grossi Comércio Cwb,,"-82,6","-114,2",,,-77,-10,,,,,,,,,,,,,,,,,,,,
Guilanches,-40,,-24,,,-33,,,,,,,,,,,,,,,,,,,,,
Hortifruti Santa Mari,,,,,,,,,"-14,21",,,,,,,,,,,,,,,,,,
Hotel Suzyellem,-13,,-6,,,-5,,,,,,,,,,,,,,,,,,,,,
Ice Cream Roll,,,,,"-26,9",,,,,,,,,,,,,,,,,,,,,,
Ifood,,,,,,,,,,,"-8,9",,,,,,,,,,,,,,,,
Irmãos Madalosso,,,,,,,,,,"-152,5",,,,,,,,,,,,,,,,,
Irmãos Madalosso,,,,,,,,,,"-171,6",,,,,,,,,,,,,,,,,
Isejima Miracatu,,,,,,,,,,,"-46,3",,,,,,,,,,,,,,,,
Ivo Oliveira,,,,,,,-128,,,-18,,,,,,,,,,,,,,,,,
Japa Sushi,"-243,1",-57,,,"-215,6",,,,,,,,,,,,,,,,,,,,,,
Japa Sushi,"-180,38",,,,"-157,3",,,,,,,,,,,,,,,,,,,,,,
José Fábio Ferreira,,,,,,,,,,-35,,,,,,,,,,,,,,,,,
Jossemar da Silva,,,,,,,,,,-40,,-40,,,,,,,,,,,,,,,
Josué Registro,,,,,,,,,,,-39,,,,,,,,,,,,,,,,
Juliana Ribeiro,,,-208,,,,,,,,,,,,,,,,,,,,,,,,
Juras Ilha Comprida,,,,,"-591,8",,,,,,,,,,,,,,,,,,,,,,
Kabanna Steakhouse,,,,,,"-260,48",,,,,,,,,,,,,,,,,,,,,
Kanaishi,,,,,,,,,,,"-41,53",,,,,,,,,,,,,,,,
Karine Josane Lopes,-50,,,,,,,,,,,,,,,,,,,,,,,,,,
KFC,,,,"-72,69",,,,,,,,,,,,,,,,,,,,,,,
Ki Delícia,,,,,,,,-30,,,,,,,,,,,,,,,,,,,
Kombosa Shake,,,,-42,,,,,,,-44,,,,,,,,,,,,,,,,
Lafemmeregis,,,,,-8,"-158,84","-198,49",,,,,,,,,,,,,,,,,,,,
Lanchonete Kidelícia,,-63,-100,-59,-73,-26,-109,,,,,,,,,,,,,,,,,,,,
